STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,statinfo,Statistical information,unit,Unit of measure,isced11,International Standard Classification of Education (ISCED 2011),sex,Sex,age,Age class,geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:ILC_DI08(1.0),Mean and median income by educational attainment level,A,Annual,MED_EI,Median equivalised income,EUR,Euro,ED5-8,Tertiary education (levels 5-8),T,Total,Y18-64,From 18 to 64 years,EU27_2020,European Union - 27 countries (from 2020),2016,,21986,,e,estimated,,
dataflow,ESTAT:ILC_DI08(1.0),Mean and median income by educational attainment level,A,Annual,MED_EI,Median equivalised income,EUR,Euro,ED5-8,Tertiary education (levels 5-8),T,Total,Y18-64,From 18 to 64 years,EU27_2020,European Union - 27 countries (from 2020),2017,,22440,,e,estimated,,
dataflow,ESTAT:ILC_DI08(1.0),Mean and median income by educational attainment level,A,Annual,MED_EI,Median equivalised income,EUR,Euro,ED5-8,Tertiary education (levels 5-8),T,Total,Y18-64,From 18 to 64 years,EU27_2020,European Union - 27 countries (from 2020),2018,,23044,,e,estimated,,
dataflow,ESTAT:ILC_DI08(1.0),Mean and median income by educational attainment level,A,Annual,MED_EI,Median equivalised income,EUR,Euro,ED5-8,Tertiary education (levels 5-8),T,Total,Y18-64,From 18 to 64 years,EU27_2020,European Union - 27 countries (from 2020),2019,,23575,,,,,
dataflow,ESTAT:ILC_DI08(1.0),Mean and median income by educational attainment level,A,Annual,MED_EI,Median equivalised income,EUR,Euro,ED5-8,Tertiary education (levels 5-8),T,Total,Y18-64,From 18 to 64 years,EU27_2020,European Union - 27 countries (from 2020),2020,,25227,,,,,
dataflow,ESTAT:ILC_DI08(1.0),Mean and median income by educational attainment level,A,Annual,MED_EI,Median equivalised income,EUR,Euro,ED5-8,Tertiary education (levels 5-8),T,Total,Y18-64,From 18 to 64 years,EU27_2020,European Union - 27 countries (from 2020),2021,,25464,,,,,
dataflow,ESTAT:ILC_DI08(1.0),Mean and median income by educational attainment level,A,Annual,MED_EI,Median equivalised income,EUR,Euro,ED5-8,Tertiary education (levels 5-8),T,Total,Y18-64,From 18 to 64 years,EU27_2020,European Union - 27 countries (from 2020),2022,,26309,,,,,
dataflow,ESTAT:ILC_DI08(1.0),Mean and median income by educational attainment level,A,Annual,MED_EI,Median equivalised income,EUR,Euro,ED5-8,Tertiary education (levels 5-8),T,Total,Y18-64,From 18 to 64 years,EU27_2020,European Union - 27 countries (from 2020),2023,,27937,,,,,
dataflow,ESTAT:ILC_DI08(1.0),Mean and median income by educational attainment level,A,Annual,MED_EI,Median equivalised income,EUR,Euro,ED5-8,Tertiary education (levels 5-8),T,Total,Y18-64,From 18 to 64 years,EU27_2020,European Union - 27 countries (from 2020),2024,,29492,,,,,
dataflow,ESTAT:ILC_DI08(1.0),Mean and median income by educational attainment level,A,Annual,MED_EI,Median equivalised income,EUR,Euro,ED5-8,Tertiary education (levels 5-8),T,Total,Y18-64,From 18 to 64 years,EU27_2020,European Union - 27 countries (from 2020),2025,,31228,,,,,
dataflow,ESTAT:ILC_DI08(1.0),Mean and median income by educational attainment level,A,Annual,MED_EI,Median equivalised income,EUR,Euro,ED5-8,Tertiary education (levels 5-8),T,Total,Y18-64,From 18 to 64 years,EU28,European Union - 28 countries (2013-2020),2016,,23162,,,,,
dataflow,ESTAT:ILC_DI08(1.0),Mean and median income by educational attainment level,A,Annual,MED_EI,Median equivalised income,EUR,Euro,ED5-8,Tertiary education (levels 5-8),T,Total,Y18-64,From 18 to 64 years,EU28,European Union - 28 countries (2013-2020),2017,,22801,,,,,
dataflow,ESTAT:ILC_DI08(1.0),Mean and median income by educational attainment level,A,Annual,MED_EI,Median equivalised income,EUR,Euro,ED5-8,Tertiary education (levels 5-8),T,Total,Y18-64,From 18 to 64 years,EU28,European Union - 28 countries (2013-2020),2018,,23718,,,,,
dataflow,ESTAT:ILC_DI08(1.0),Mean and median income by educational attainment level,A,Annual,MED_EI,Median equivalised income,EUR,Euro,ED5-8,Tertiary education (levels 5-8),T,Total,Y18-64,From 18 to 64 years,EU28,European Union - 28 countries (2013-2020),2019,,24195,,e,estimated,,
dataflow,ESTAT:ILC_DI08(1.0),Mean and median income by educational attainment level,A,Annual,MED_EI,Median equivalised income,EUR,Euro,ED5-8,Tertiary education (levels 5-8),T,Total,Y18-64,From 18 to 64 years,FI,Finland,2016,,29983,,,,,
dataflow,ESTAT:ILC_DI08(1.0),Mean and median income by educational attainment level,A,Annual,MED_EI,Median equivalised income,EUR,Euro,ED5-8,Tertiary education (levels 5-8),T,Total,Y18-64,From 18 to 64 years,FI,Finland,2017,,30212,,,,,
dataflow,ESTAT:ILC_DI08(1.0),Mean and median income by educational attainment level,A,Annual,MED_EI,Median equivalised income,EUR,Euro,ED5-8,Tertiary education (levels 5-8),T,Total,Y18-64,From 18 to 64 years,FI,Finland,2018,,31155,,,,,
dataflow,ESTAT:ILC_DI08(1.0),Mean and median income by educational attainment level,A,Annual,MED_EI,Median equivalised income,EUR,Euro,ED5-8,Tertiary education (levels 5-8),T,Total,Y18-64,From 18 to 64 years,FI,Finland,2019,,32027,,,,,
dataflow,ESTAT:ILC_DI08(1.0),Mean and median income by educational attainment level,A,Annual,MED_EI,Median equivalised income,EUR,Euro,ED5-8,Tertiary education (levels 5-8),T,Total,Y18-64,From 18 to 64 years,FI,Finland,2020,,32822,,,,,
dataflow,ESTAT:ILC_DI08(1.0),Mean and median income by educational attainment level,A,Annual,MED_EI,Median equivalised income,EUR,Euro,ED5-8,Tertiary education (levels 5-8),T,Total,Y18-64,From 18 to 64 years,FI,Finland,2021,,32147,,,,,
dataflow,ESTAT:ILC_DI08(1.0),Mean and median income by educational attainment level,A,Annual,MED_EI,Median equivalised income,EUR,Euro,ED5-8,Tertiary education (levels 5-8),T,Total,Y18-64,From 18 to 64 years,FI,Finland,2022,,33794,,,,,
dataflow,ESTAT:ILC_DI08(1.0),Mean and median income by educational attainment level,A,Annual,MED_EI,Median equivalised income,EUR,Euro,ED5-8,Tertiary education (levels 5-8),T,Total,Y18-64,From 18 to 64 years,FI,Finland,2023,,34694,,,,,
dataflow,ESTAT:ILC_DI08(1.0),Mean and median income by educational attainment level,A,Annual,MED_EI,Median equivalised income,EUR,Euro,ED5-8,Tertiary education (levels 5-8),T,Total,Y18-64,From 18 to 64 years,FI,Finland,2024,,36261,,,,,
dataflow,ESTAT:ILC_DI08(1.0),Mean and median income by educational attainment level,A,Annual,MED_EI,Median equivalised income,EUR,Euro,ED5-8,Tertiary education (levels 5-8),T,Total,Y18-64,From 18 to 64 years,FI,Finland,2025,,37576,,,,,
dataflow,ESTAT:ILC_DI08(1.0),Mean and median income by educational attainment level,A,Annual,MED_EI,Median equivalised income,EUR,Euro,ED5-8,Tertiary education (levels 5-8),T,Total,Y18-64,From 18 to 64 years,FR,France,2016,,27072,,,,,
dataflow,ESTAT:ILC_DI08(1.0),Mean and median income by educational attainment level,A,Annual,MED_EI,Median equivalised income,EUR,Euro,ED5-8,Tertiary education (levels 5-8),T,Total,Y18-64,From 18 to 64 years,FR,France,2017,,27279,,,,,
dataflow,ESTAT:ILC_DI08(1.0),Mean and median income by educational attainment level,A,Annual,MED_EI,Median equivalised income,EUR,Euro,ED5-8,Tertiary education (levels 5-8),T,Total,Y18-64,From 18 to 64 years,FR,France,2018,,27036,,,,,
dataflow,ESTAT:ILC_DI08(1.0),Mean and median income by educational attainment level,A,Annual,MED_EI,Median equivalised income,EUR,Euro,ED5-8,Tertiary education (levels 5-8),T,Total,Y18-64,From 18 to 64 years,FR,France,2019,,27749,,,,,
dataflow,ESTAT:ILC_DI08(1.0),Mean and median income by educational attainment level,A,Annual,MED_EI,Median equivalised income,EUR,Euro,ED5-8,Tertiary education (levels 5-8),T,Total,Y18-64,From 18 to 64 years,FR,France,2020,,29103,,b,break in time series,,
dataflow,ESTAT:ILC_DI08(1.0),Mean and median income by educational attainment level,A,Annual,MED_EI,Median equivalised income,EUR,Euro,ED5-8,Tertiary education (levels 5-8),T,Total,Y18-64,From 18 to 64 years,FR,France,2021,,29552,,,,,
dataflow,ESTAT:ILC_DI08(1.0),Mean and median income by educational attainment level,A,Annual,MED_EI,Median equivalised income,EUR,Euro,ED5-8,Tertiary education (levels 5-8),T,Total,Y18-64,From 18 to 64 years,FR,France,2022,,30231,,b,break in time series,,
dataflow,ESTAT:ILC_DI08(1.0),Mean and median income by educational attainment level,A,Annual,MED_EI,Median equivalised income,EUR,Euro,ED5-8,Tertiary education (levels 5-8),T,Total,Y18-64,From 18 to 64 years,FR,France,2023,,31837,,,,,
dataflow,ESTAT:ILC_DI08(1.0),Mean and median income by educational attainment level,A,Annual,MED_EI,Median equivalised income,EUR,Euro,ED5-8,Tertiary education (levels 5-8),T,Total,Y18-64,From 18 to 64 years,FR,France,2024,,33065,,,,,
dataflow,ESTAT:ILC_DI08(1.0),Mean and median income by educational attainment level,A,Annual,MED_EI,Median equivalised income,EUR,Euro,ED5-8,Tertiary education (levels 5-8),T,Total,Y18-64,From 18 to 64 years,FR,France,2025,,34307,,,,,
dataflow,ESTAT:ILC_DI08(1.0),Mean and median income by educational attainment level,A,Annual,MED_EI,Median equivalised income,EUR,Euro,ED5-8,Tertiary education (levels 5-8),T,Total,Y18-64,From 18 to 64 years,HR,Croatia,2016,,8892,,,,,
dataflow,ESTAT:ILC_DI08(1.0),Mean and median income by educational attainment level,A,Annual,MED_EI,Median equivalised income,EUR,Euro,ED5-8,Tertiary education (levels 5-8),T,Total,Y18-64,From 18 to 64 years,HR,Croatia,2017,,9531,,,,,
dataflow,ESTAT:ILC_DI08(1.0),Mean and median income by educational attainment level,A,Annual,MED_EI,Median equivalised income,EUR,Euro,ED5-8,Tertiary education (levels 5-8),T,Total,Y18-64,From 18 to 64 years,HR,Croatia,2018,,10258,,,,,
dataflow,ESTAT:ILC_DI08(1.0),Mean and median income by educational attainment level,A,Annual,MED_EI,Median equivalised income,EUR,Euro,ED5-8,Tertiary education (levels 5-8),T,Total,Y18-64,From 18 to 64 years,HR,Croatia,2019,,10780,,,,,
dataflow,ESTAT:ILC_DI08(1.0),Mean and median income by educational attainment level,A,Annual,MED_EI,Median equivalised income,EUR,Euro,ED5-8,Tertiary education (levels 5-8),T,Total,Y18-64,From 18 to 64 years,HR,Croatia,2020,,11197,,,,,
dataflow,ESTAT:ILC_DI08(1.0),Mean and median income by educational attainment level,A,Annual,MED_EI,Median equivalised income,EUR,Euro,ED5-8,Tertiary education (levels 5-8),T,Total,Y18-64,From 18 to 64 years,HR,Croatia,2021,,11917,,,,,
dataflow,ESTAT:ILC_DI08(1.0),Mean and median income by educational attainment level,A,Annual,MED_EI,Median equivalised income,EUR,Euro,ED5-8,Tertiary education (levels 5-8),T,Total,Y18-64,From 18 to 64 years,HR,Croatia,2022,,12610,,,,,
dataflow,ESTAT:ILC_DI08(1.0),Mean and median income by educational attainment level,A,Annual,MED_EI,Median equivalised income,EUR,Euro,ED5-8,Tertiary education (levels 5-8),T,Total,Y18-64,From 18 to 64 years,HR,Croatia,2023,,14011,,b,break in time series,,
dataflow,ESTAT:ILC_DI08(1.0),Mean and median income by educational attainment level,A,Annual,MED_EI,Median equivalised income,EUR,Euro,ED5-8,Tertiary education (levels 5-8),T,Total,Y18-64,From 18 to 64 years,HR,Croatia,2024,,17017,,b,break in time series,,
dataflow,ESTAT:ILC_DI08(1.0),Mean and median income by educational attainment level,A,Annual,MED_EI,Median equivalised income,EUR,Euro,ED5-8,Tertiary education (levels 5-8),T,Total,Y18-64,From 18 to 64 years,HR,Croatia,2025,,21026,,,,,
dataflow,ESTAT:ILC_DI08(1.0),Mean and median income by educational attainment level,A,Annual,MED_EI,Median equivalised income,EUR,Euro,ED5-8,Tertiary education (levels 5-8),T,Total,Y18-64,From 18 to 64 years,HU,Hungary,2016,,7057,,,,,
dataflow,ESTAT:ILC_DI08(1.0),Mean and median income by educational attainment level,A,Annual,MED_EI,Median equivalised income,EUR,Euro,ED5-8,Tertiary education (levels 5-8),T,Total,Y18-64,From 18 to 64 years,HU,Hungary,2017,,7277,,,,,
dataflow,ESTAT:ILC_DI08(1.0),Mean and median income by educational attainment level,A,Annual,MED_EI,Median equivalised income,EUR,Euro,ED5-8,Tertiary education (levels 5-8),T,Total,Y18-64,From 18 to 64 years,HU,Hungary,2018,,7341,,,,,
dataflow,ESTAT:ILC_DI08(1.0),Mean and median income by educational attainment level,A,Annual,MED_EI,Median equivalised income,EUR,Euro,ED5-8,Tertiary education (levels 5-8),T,Total,Y18-64,From 18 to 64 years,HU,Hungary,2019,,7521,,b,break in time series,,
dataflow,ESTAT:ILC_DI08(1.0),Mean and median income by educational attainment level,A,Annual,MED_EI,Median equivalised income,EUR,Euro,ED5-8,Tertiary education (levels 5-8),T,Total,Y18-64,From 18 to 64 years,HU,Hungary,2020,,8137,,,,,
dataflow,ESTAT:ILC_DI08(1.0),Mean and median income by educational attainment level,A,Annual,MED_EI,Median equivalised income,EUR,Euro,ED5-8,Tertiary education (levels 5-8),T,Total,Y18-64,From 18 to 64 years,HU,Hungary,2021,,8407,,,,,
dataflow,ESTAT:ILC_DI08(1.0),Mean and median income by educational attainment level,A,Annual,MED_EI,Median equivalised income,EUR,Euro,ED5-8,Tertiary education (levels 5-8),T,Total,Y18-64,From 18 to 64 years,HU,Hungary,2022,,9180,,,,,
dataflow,ESTAT:ILC_DI08(1.0),Mean and median income by educational attainment level,A,Annual,MED_EI,Median equivalised income,EUR,Euro,ED5-8,Tertiary education (levels 5-8),T,Total,Y18-64,From 18 to 64 years,HU,Hungary,2023,,8557,,,,,
dataflow,ESTAT:ILC_DI08(1.0),Mean and median income by educational attainment level,A,Annual,MED_EI,Median equivalised income,EUR,Euro,ED5-8,Tertiary education (levels 5-8),T,Total,Y18-64,From 18 to 64 years,HU,Hungary,2024,,10503,,,,,
dataflow,ESTAT:ILC_DI08(1.0),Mean and median income by educational attainment level,A,Annual,MED_EI,Median equivalised income,EUR,Euro,ED5-8,Tertiary education (levels 5-8),T,Total,Y18-64,From 18 to 64 years,HU,Hungary,2025,,11377,,,,,
dataflow,ESTAT:ILC_DI08(1.0),Mean and median income by educational attainment level,A,Annual,MED_EI,Median equivalised income,EUR,Euro,ED5-8,Tertiary education (levels 5-8),T,Total,Y18-64,From 18 to 64 years,IE,Ireland,2016,,29369,,,,,
dataflow,ESTAT:ILC_DI08(1.0),Mean and median income by educational attainment level,A,Annual,MED_EI,Median equivalised income,EUR,Euro,ED5-8,Tertiary education (levels 5-8),T,Total,Y18-64,From 18 to 64 years,IE,Ireland,2017,,30412,,,,,
dataflow,ESTAT:ILC_DI08(1.0),Mean and median income by educational attainment level,A,Annual,MED_EI,Median equivalised income,EUR,Euro,ED5-8,Tertiary education (levels 5-8),T,Total,Y18-64,From 18 to 64 years,IE,Ireland,2018,,31068,,,,,
dataflow,ESTAT:ILC_DI08(1.0),Mean and median income by educational attainment level,A,Annual,MED_EI,Median equivalised income,EUR,Euro,ED5-8,Tertiary education (levels 5-8),T,Total,Y18-64,From 18 to 64 years,IE,Ireland,2019,,31612,,b,break in time series,,
dataflow,ESTAT:ILC_DI08(1.0),Mean and median income by educational attainment level,A,Annual,MED_EI,Median equivalised income,EUR,Euro,ED5-8,Tertiary education (levels 5-8),T,Total,Y18-64,From 18 to 64 years,IE,Ireland,2020,,33324,,b,break in time series,,
dataflow,ESTAT:ILC_DI08(1.0),Mean and median income by educational attainment level,A,Annual,MED_EI,Median equivalised income,EUR,Euro,ED5-8,Tertiary education (levels 5-8),T,Total,Y18-64,From 18 to 64 years,IE,Ireland,2021,,35739,,,,,
dataflow,ESTAT:ILC_DI08(1.0),Mean and median income by educational attainment level,A,Annual,MED_EI,Median equivalised income,EUR,Euro,ED5-8,Tertiary education (levels 5-8),T,Total,Y18-64,From 18 to 64 years,IE,Ireland,2022,,36444,,,,,
dataflow,ESTAT:ILC_DI08(1.0),Mean and median income by educational attainment level,A,Annual,MED_EI,Median equivalised income,EUR,Euro,ED5-8,Tertiary education (levels 5-8),T,Total,Y18-64,From 18 to 64 years,IE,Ireland,2023,,37886,,,,,
dataflow,ESTAT:ILC_DI08(1.0),Mean and median income by educational attainment level,A,Annual,MED_EI,Median equivalised income,EUR,Euro,ED5-8,Tertiary education (levels 5-8),T,Total,Y18-64,From 18 to 64 years,IE,Ireland,2024,,40269,,,,,
dataflow,ESTAT:ILC_DI08(1.0),Mean and median income by educational attainment level,A,Annual,MED_EI,Median equivalised income,EUR,Euro,ED5-8,Tertiary education (levels 5-8),T,Total,Y18-64,From 18 to 64 years,IE,Ireland,2025,,42495,,,,,
dataflow,ESTAT:ILC_DI08(1.0),Mean and median income by educational attainment level,A,Annual,MED_EI,Median equivalised income,EUR,Euro,ED5-8,Tertiary education (levels 5-8),T,Total,Y18-64,From 18 to 64 years,IS,Iceland,2016,,32589,,,,,
dataflow,ESTAT:ILC_DI08(1.0),Mean and median income by educational attainment level,A,Annual,MED_EI,Median equivalised income,EUR,Euro,ED5-8,Tertiary education (levels 5-8),T,Total,Y18-64,From 18 to 64 years,IS,Iceland,2017,,37067,,,,,
dataflow,ESTAT:ILC_DI08(1.0),Mean and median income by educational attainment level,A,Annual,MED_EI,Median equivalised income,EUR,Euro,ED5-8,Tertiary education (levels 5-8),T,Total,Y18-64,From 18 to 64 years,IS,Iceland,2018,,44911,,,,,
dataflow,ESTAT:ILC_DI08(1.0),Mean and median income by educational attainment level,A,Annual,MED_EI,Median equivalised income,EUR,Euro,ED5-8,Tertiary education (levels 5-8),T,Total,Y18-64,From 18 to 64 years,IS,Iceland,2019,,41535,,,,,
dataflow,ESTAT:ILC_DI08(1.0),Mean and median income by educational attainment level,A,Annual,MED_EI,Median equivalised income,EUR,Euro,ED5-8,Tertiary education (levels 5-8),T,Total,Y18-64,From 18 to 64 years,IS,Iceland,2020,,38975,,,,,
dataflow,ESTAT:ILC_DI08(1.0),Mean and median income by educational attainment level,A,Annual,MED_EI,Median equivalised income,EUR,Euro,ED5-8,Tertiary education (levels 5-8),T,Total,Y18-64,From 18 to 64 years,IT,Italy,2016,,22758,,,,,
dataflow,ESTAT:ILC_DI08(1.0),Mean and median income by educational attainment level,A,Annual,MED_EI,Median equivalised income,EUR,Euro,ED5-8,Tertiary education (levels 5-8),T,Total,Y18-64,From 18 to 64 years,IT,Italy,2017,,22723,,,,,
dataflow,ESTAT:ILC_DI08(1.0),Mean and median income by educational attainment level,A,Annual,MED_EI,Median equivalised income,EUR,Euro,ED5-8,Tertiary education (levels 5-8),T,Total,Y18-64,From 18 to 64 years,IT,Italy,2018,,23296,,,,,
dataflow,ESTAT:ILC_DI08(1.0),Mean and median income by educational attainment level,A,Annual,MED_EI,Median equivalised income,EUR,Euro,ED5-8,Tertiary education (levels 5-8),T,Total,Y18-64,From 18 to 64 years,IT,Italy,2019,,23491,,,,,
dataflow,ESTAT:ILC_DI08(1.0),Mean and median income by educational attainment level,A,Annual,MED_EI,Median equivalised income,EUR,Euro,ED5-8,Tertiary education (levels 5-8),T,Total,Y18-64,From 18 to 64 years,IT,Italy,2020,,24423,,,,,
dataflow,ESTAT:ILC_DI08(1.0),Mean and median income by educational attainment level,A,Annual,MED_EI,Median equivalised income,EUR,Euro,ED5-8,Tertiary education (levels 5-8),T,Total,Y18-64,From 18 to 64 years,IT,Italy,2021,,24288,,,,,
dataflow,ESTAT:ILC_DI08(1.0),Mean and median income by educational attainment level,A,Annual,MED_EI,Median equivalised income,EUR,Euro,ED5-8,Tertiary education (levels 5-8),T,Total,Y18-64,From 18 to 64 years,IT,Italy,2022,,24770,,,,,
dataflow,ESTAT:ILC_DI08(1.0),Mean and median income by educational attainment level,A,Annual,MED_EI,Median equivalised income,EUR,Euro,ED5-8,Tertiary education (levels 5-8),T,Total,Y18-64,From 18 to 64 years,IT,Italy,2023,,26826,,,,,
dataflow,ESTAT:ILC_DI08(1.0),Mean and median income by educational attainment level,A,Annual,MED_EI,Median equivalised income,EUR,Euro,ED5-8,Tertiary education (levels 5-8),T,Total,Y18-64,From 18 to 64 years,IT,Italy,2024,,28007,,,,,
dataflow,ESTAT:ILC_DI08(1.0),Mean and median income by educational attainment level,A,Annual,MED_EI,Median equivalised income,EUR,Euro,ED5-8,Tertiary education (levels 5-8),T,Total,Y18-64,From 18 to 64 years,IT,Italy,2025,,29419,,,,,
dataflow,ESTAT:ILC_DI08(1.0),Mean and median income by educational attainment level,A,Annual,MED_EI,Median equivalised income,EUR,Euro,ED5-8,Tertiary education (levels 5-8),T,Total,Y18-64,From 18 to 64 years,LT,Lithuania,2016,,8934,,,,,
dataflow,ESTAT:ILC_DI08(1.0),Mean and median income by educational attainment level,A,Annual,MED_EI,Median equivalised income,EUR,Euro,ED5-8,Tertiary education (levels 5-8),T,Total,Y18-64,From 18 to 64 years,LT,Lithuania,2017,,9411,,,,,
dataflow,ESTAT:ILC_DI08(1.0),Mean and median income by educational attainment level,A,Annual,MED_EI,Median equivalised income,EUR,Euro,ED5-8,Tertiary education (levels 5-8),T,Total,Y18-64,From 18 to 64 years,LT,Lithuania,2018,,10427,,,,,
dataflow,ESTAT:ILC_DI08(1.0),Mean and median income by educational attainment level,A,Annual,MED_EI,Median equivalised income,EUR,Euro,ED5-8,Tertiary education (levels 5-8),T,Total,Y18-64,From 18 to 64 years,LT,Lithuania,2019,,11565,,,,,
dataflow,ESTAT:ILC_DI08(1.0),Mean and median income by educational attainment level,A,Annual,MED_EI,Median equivalised income,EUR,Euro,ED5-8,Tertiary education (levels 5-8),T,Total,Y18-64,From 18 to 64 years,LT,Lithuania,2020,,12750,,,,,
dataflow,ESTAT:ILC_DI08(1.0),Mean and median income by educational attainment level,A,Annual,MED_EI,Median equivalised income,EUR,Euro,ED5-8,Tertiary education (levels 5-8),T,Total,Y18-64,From 18 to 64 years,LT,Lithuania,2021,,13771,,,,,
dataflow,ESTAT:ILC_DI08(1.0),Mean and median income by educational attainment level,A,Annual,MED_EI,Median equivalised income,EUR,Euro,ED5-8,Tertiary education (levels 5-8),T,Total,Y18-64,From 18 to 64 years,LT,Lithuania,2022,,14869,,,,,
dataflow,ESTAT:ILC_DI08(1.0),Mean and median income by educational attainment level,A,Annual,MED_EI,Median equivalised income,EUR,Euro,ED5-8,Tertiary education (levels 5-8),T,Total,Y18-64,From 18 to 64 years,LT,Lithuania,2023,,16282,,,,,
dataflow,ESTAT:ILC_DI08(1.0),Mean and median income by educational attainment level,A,Annual,MED_EI,Median equivalised income,EUR,Euro,ED5-8,Tertiary education (levels 5-8),T,Total,Y18-64,From 18 to 64 years,LT,Lithuania,2024,,18175,,p,provisional,,
dataflow,ESTAT:ILC_DI08(1.0),Mean and median income by educational attainment level,A,Annual,MED_EI,Median equivalised income,EUR,Euro,ED5-8,Tertiary education (levels 5-8),T,Total,Y18-64,From 18 to 64 years,LT,Lithuania,2025,,20469,,p,provisional,,
dataflow,ESTAT:ILC_DI08(1.0),Mean and median income by educational attainment level,A,Annual,MED_EI,Median equivalised income,EUR,Euro,ED5-8,Tertiary education (levels 5-8),T,Total,Y18-64,From 18 to 64 years,LU,Luxembourg,2016,,42375,,b,break in time series,,
dataflow,ESTAT:ILC_DI08(1.0),Mean and median income by educational attainment level,A,Annual,MED_EI,Median equivalised income,EUR,Euro,ED5-8,Tertiary education (levels 5-8),T,Total,Y18-64,From 18 to 64 years,LU,Luxembourg,2017,,46626,,,,,
dataflow,ESTAT:ILC_DI08(1.0),Mean and median income by educational attainment level,A,Annual,MED_EI,Median equivalised income,EUR,Euro,ED5-8,Tertiary education (levels 5-8),T,Total,Y18-64,From 18 to 64 years,LU,Luxembourg,2018,,44144,,,,,
dataflow,ESTAT:ILC_DI08(1.0),Mean and median income by educational attainment level,A,Annual,MED_EI,Median equivalised income,EUR,Euro,ED5-8,Tertiary education (levels 5-8),T,Total,Y18-64,From 18 to 64 years,LU,Luxembourg,2019,,46328,,,,,
dataflow,ESTAT:ILC_DI08(1.0),Mean and median income by educational attainment level,A,Annual,MED_EI,Median equivalised income,EUR,Euro,ED5-8,Tertiary education (levels 5-8),T,Total,Y18-64,From 18 to 64 years,LU,Luxembourg,2020,,49865,,b,break in time series,,
dataflow,ESTAT:ILC_DI08(1.0),Mean and median income by educational attainment level,A,Annual,MED_EI,Median equivalised income,EUR,Euro,ED5-8,Tertiary education (levels 5-8),T,Total,Y18-64,From 18 to 64 years,LU,Luxembourg,2021,,51908,,b,break in time series,,
dataflow,ESTAT:ILC_DI08(1.0),Mean and median income by educational attainment level,A,Annual,MED_EI,Median equivalised income,EUR,Euro,ED5-8,Tertiary education (levels 5-8),T,Total,Y18-64,From 18 to 64 years,LU,Luxembourg,2022,,55526,,b,break in time series,,
dataflow,ESTAT:ILC_DI08(1.0),Mean and median income by educational attainment level,A,Annual,MED_EI,Median equivalised income,EUR,Euro,ED5-8,Tertiary education (levels 5-8),T,Total,Y18-64,From 18 to 64 years,LU,Luxembourg,2023,,60900,,,,,
dataflow,ESTAT:ILC_DI08(1.0),Mean and median income by educational attainment level,A,Annual,MED_EI,Median equivalised income,EUR,Euro,ED5-8,Tertiary education (levels 5-8),T,Total,Y18-64,From 18 to 64 years,LU,Luxembourg,2024,,63726,,,,,
dataflow,ESTAT:ILC_DI08(1.0),Mean and median income by educational attainment level,A,Annual,MED_EI,Median equivalised income,EUR,Euro,ED5-8,Tertiary education (levels 5-8),T,Total,Y18-64,From 18 to 64 years,LU,Luxembourg,2025,,63498,,b,break in time series,,
dataflow,ESTAT:ILC_DI08(1.0),Mean and median income by educational attainment level,A,Annual,MED_EI,Median equivalised income,EUR,Euro,ED5-8,Tertiary education (levels 5-8),T,Total,Y18-64,From 18 to 64 years,LV,Latvia,2016,,9749,,,,,
dataflow,ESTAT:ILC_DI08(1.0),Mean and median income by educational attainment level,A,Annual,MED_EI,Median equivalised income,EUR,Euro,ED5-8,Tertiary education (levels 5-8),T,Total,Y18-64,From 18 to 64 years,LV,Latvia,2017,,10158,,,,,
dataflow,ESTAT:ILC_DI08(1.0),Mean and median income by educational attainment level,A,Annual,MED_EI,Median equivalised income,EUR,Euro,ED5-8,Tertiary education (levels 5-8),T,Total,Y18-64,From 18 to 64 years,LV,Latvia,2018,,11340,,,,,
dataflow,ESTAT:ILC_DI08(1.0),Mean and median income by educational attainment level,A,Annual,MED_EI,Median equivalised income,EUR,Euro,ED5-8,Tertiary education (levels 5-8),T,Total,Y18-64,From 18 to 64 years,LV,Latvia,2019,,12504,,,,,
dataflow,ESTAT:ILC_DI08(1.0),Mean and median income by educational attainment level,A,Annual,MED_EI,Median equivalised income,EUR,Euro,ED5-8,Tertiary education (levels 5-8),T,Total,Y18-64,From 18 to 64 years,LV,Latvia,2020,,12778,,,,,
dataflow,ESTAT:ILC_DI08(1.0),Mean and median income by educational attainment level,A,Annual,MED_EI,Median equivalised income,EUR,Euro,ED5-8,Tertiary education (levels 5-8),T,Total,Y18-64,From 18 to 64 years,LV,Latvia,2021,,13566,,,,,
dataflow,ESTAT:ILC_DI08(1.0),Mean and median income by educational attainment level,A,Annual,MED_EI,Median equivalised income,EUR,Euro,ED5-8,Tertiary education (levels 5-8),T,Total,Y18-64,From 18 to 64 years,LV,Latvia,2022,,14852,,,,,
dataflow,ESTAT:ILC_DI08(1.0),Mean and median income by educational attainment level,A,Annual,MED_EI,Median equivalised income,EUR,Euro,ED5-8,Tertiary education (levels 5-8),T,Total,Y18-64,From 18 to 64 years,LV,Latvia,2023,,16156,,,,,
